VALUE,FCCS,FCCSID,FCCS_REG,FUELBED,R,G,B,RED,GREEN,BLUE
4290412,4290412,0429-412,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290413,4290413,0429-413,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290421,4290421,0429-421,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290422,4290422,0429-422,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290423,4290423,0429-423,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290431,4290431,0429-431,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290432,4290432,0429-432,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290433,4290433,0429-433,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290511,4290511,0429-511,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290512,4290512,0429-512,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290513,4290513,0429-513,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290521,4290521,0429-521,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290522,4290522,0429-522,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290523,4290523,0429-523,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290531,4290531,0429-531,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290532,4290532,0429-532,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4290533,4290533,0429-533,Southeast,Black locust forest,203,255,171,0.796078,1,0.670588
4300111,4300111,0430-111,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300112,4300112,0430-112,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300113,4300113,0430-113,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300121,4300121,0430-121,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300122,4300122,0430-122,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300123,4300123,0430-123,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300131,4300131,0430-131,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300132,4300132,0430-132,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300133,4300133,0430-133,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300211,4300211,0430-211,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300212,4300212,0430-212,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300213,4300213,0430-213,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300221,4300221,0430-221,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300222,4300222,0430-222,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300223,4300223,0430-223,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300231,4300231,0430-231,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300232,4300232,0430-232,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300233,4300233,0430-233,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300311,4300311,0430-311,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300312,4300312,0430-312,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300313,4300313,0430-313,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300321,4300321,0430-321,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300322,4300322,0430-322,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300323,4300323,0430-323,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300331,4300331,0430-331,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300332,4300332,0430-332,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300333,4300333,0430-333,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300411,4300411,0430-411,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300412,4300412,0430-412,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300413,4300413,0430-413,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300421,4300421,0430-421,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300422,4300422,0430-422,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300423,4300423,0430-423,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300431,4300431,0430-431,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300432,4300432,0430-432,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300433,4300433,0430-433,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300511,4300511,0430-511,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300512,4300512,0430-512,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300513,4300513,0430-513,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300521,4300521,0430-521,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300522,4300522,0430-522,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300523,4300523,0430-523,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300531,4300531,0430-531,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300532,4300532,0430-532,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4300533,4300533,0430-533,Southeast,White oak-southern red oak forest,174,245,224,0.682353,0.960784,0.878431
4310111,4310111,0431-111,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310112,4310112,0431-112,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310113,4310113,0431-113,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310121,4310121,0431-121,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310122,4310122,0431-122,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310123,4310123,0431-123,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310131,4310131,0431-131,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310132,4310132,0431-132,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310133,4310133,0431-133,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310211,4310211,0431-211,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310212,4310212,0431-212,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310213,4310213,0431-213,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310221,4310221,0431-221,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310222,4310222,0431-222,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310223,4310223,0431-223,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310231,4310231,0431-231,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310232,4310232,0431-232,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310233,4310233,0431-233,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310311,4310311,0431-311,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310312,4310312,0431-312,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310313,4310313,0431-313,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310321,4310321,0431-321,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310322,4310322,0431-322,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310323,4310323,0431-323,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310331,4310331,0431-331,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310332,4310332,0431-332,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310333,4310333,0431-333,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310411,4310411,0431-411,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310412,4310412,0431-412,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310413,4310413,0431-413,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310421,4310421,0431-421,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310422,4310422,0431-422,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310423,4310423,0431-423,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310431,4310431,0431-431,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310432,4310432,0431-432,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310433,4310433,0431-433,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310511,4310511,0431-511,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310512,4310512,0431-512,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310513,4310513,0431-513,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310521,4310521,0431-521,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310522,4310522,0431-522,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310523,4310523,0431-523,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310531,4310531,0431-531,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310532,4310532,0431-532,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4310533,4310533,0431-533,Southeast,Chinkapin oak-Shumard oak forest,121,255,94,0.47451,1,0.368627
4320111,4320111,0432-111,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320112,4320112,0432-112,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320113,4320113,0432-113,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320121,4320121,0432-121,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320122,4320122,0432-122,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320123,4320123,0432-123,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320131,4320131,0432-131,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320132,4320132,0432-132,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320133,4320133,0432-133,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320211,4320211,0432-211,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320212,4320212,0432-212,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320213,4320213,0432-213,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320221,4320221,0432-221,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320222,4320222,0432-222,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320223,4320223,0432-223,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320231,4320231,0432-231,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320232,4320232,0432-232,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320233,4320233,0432-233,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320311,4320311,0432-311,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320312,4320312,0432-312,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320313,4320313,0432-313,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320321,4320321,0432-321,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320322,4320322,0432-322,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320323,4320323,0432-323,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320331,4320331,0432-331,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320332,4320332,0432-332,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320333,4320333,0432-333,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320411,4320411,0432-411,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320412,4320412,0432-412,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320413,4320413,0432-413,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320421,4320421,0432-421,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320422,4320422,0432-422,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320423,4320423,0432-423,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320431,4320431,0432-431,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320432,4320432,0432-432,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320433,4320433,0432-433,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320511,4320511,0432-511,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320512,4320512,0432-512,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320513,4320513,0432-513,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320521,4320521,0432-521,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320522,4320522,0432-522,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320523,4320523,0432-523,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320531,4320531,0432-531,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320532,4320532,0432-532,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4320533,4320533,0432-533,Southeast,Florida poisontree-West Indian mahogany forest,191,19,230,0.74902,0.07451,0.901961
4330111,4330111,0433-111,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330112,4330112,0433-112,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330113,4330113,0433-113,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330121,4330121,0433-121,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330122,4330122,0433-122,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330123,4330123,0433-123,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330131,4330131,0433-131,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330132,4330132,0433-132,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330133,4330133,0433-133,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330211,4330211,0433-211,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330212,4330212,0433-212,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330213,4330213,0433-213,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330221,4330221,0433-221,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330222,4330222,0433-222,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330223,4330223,0433-223,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330231,4330231,0433-231,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330232,4330232,0433-232,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330233,4330233,0433-233,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330311,4330311,0433-311,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330312,4330312,0433-312,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330313,4330313,0433-313,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330321,4330321,0433-321,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330322,4330322,0433-322,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330323,4330323,0433-323,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330331,4330331,0433-331,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330332,4330332,0433-332,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330333,4330333,0433-333,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330411,4330411,0433-411,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330412,4330412,0433-412,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
4330413,4330413,0433-413,Southeast,Pine-oak/American beachgrass savanna,0,237,0,0,0.929412,0
